is_an_id,time1,float2,time3,str4
4665,02/25/2003 10:45 PM,945321.433323,03/14/1989 07:35 AM,om
4666,12/31/2005 08:02 AM,114647.915798,08/30/2003 11:15 AM,P
4667,01/26/2000 05:00 PM,8044.99491068,04/05/2010 01:21 PM,C
4668,04/21/1989 05:16 PM,519024.623364,04/25/2003 12:55 AM,HIMH
4669,08/16/2012 09:39 AM,809291.881243,12/30/2002 10:37 AM,KEV
4670,08/22/1975 04:20 PM,882074.673154,01/22/2006 12:08 AM,a
4671,10/21/1987 10:46 PM,324509.756519,09/28/1994 06:23 AM,Y
4672,07/17/1986 03:39 PM,473244.506808,09/30/1990 02:54 AM,E
4673,08/12/2006 05:03 AM,396790.035827,05/03/1992 09:22 AM,gxh6h
4674,01/16/1997 09:32 AM,267340.689557,08/16/1982 08:49 AM,MFhW2
4675,08/09/1999 08:13 AM,203246.343061,07/03/1975 08:39 PM,bH
4676,10/24/1987 11:01 PM,521089.817237,02/11/1979 04:47 AM,r
4677,12/18/2011 09:29 AM,845419.527886,12/13/1971 07:18 AM,RHnUM
4678,09/20/1982 02:06 AM,477374.148542,11/29/2007 02:05 AM,HNl
4679,04/05/1997 11:42 PM,880061.659986,02/11/2003 12:42 AM,e
4680,08/11/1985 08:57 PM,68820.2264297,01/24/1995 05:02 AM,2BgC
4681,01/08/1985 11:14 AM,279047.340876,02/15/2013 12:36 AM,w
4682,02/18/2005 02:38 PM,637660.651942,11/22/1973 07:35 PM,w
4683,05/01/1979 05:11 PM,384863.790473,11/02/1991 02:46 AM,Rw6
4684,03/01/1987 02:59 PM,254428.001844,08/28/1991 04:29 PM,3XVCs
4685,10/13/2014 04:32 PM,369011.626381,01/20/1976 11:14 PM,weZZ
4686,11/09/1973 12:52 PM,915175.369235,12/20/1974 07:29 PM,tpX
4687,07/06/1982 07:41 AM,682963.044394,06/04/2012 04:15 PM,E
4688,10/22/1994 01:58 PM,350635.642611,04/14/1972 09:07 AM,r
4689,01/28/1980 09:37 PM,925950.980458,04/08/2004 06:00 AM,Ay5c9
4690,03/24/2003 12:23 AM,14277.6778224,10/23/2011 07:58 AM,FA3E
4691,08/30/1999 05:12 PM,327382.81117,07/03/1990 12:25 PM,XRqR
4692,01/01/2004 07:03 PM,978853.442465,08/25/2000 05:28 AM,lfUKB
4693,05/01/2009 06:04 PM,652186.398371,10/26/2011 03:14 AM,hotj
4694,07/16/2011 05:10 PM,302846.855095,08/19/2007 02:00 AM,l
4695,06/02/1973 09:55 AM,524888.0574,04/04/1976 06:49 PM,3i
4696,02/12/1999 03:18 AM,20476.9803883,12/03/1971 05:03 PM,WKel
4697,01/04/2010 04:03 AM,71132.540348,11/14/1976 12:59 PM,3
4698,07/01/1985 10:52 AM,360852.448266,06/06/1993 07:11 AM,Jll
4699,06/16/1985 05:53 PM,925302.095672,07/24/1998 03:56 PM,PnyQ
4700,10/01/2010 09:29 PM,555426.312473,05/16/2009 08:06 PM,8b
4701,08/24/1993 05:22 AM,87703.5318423,03/30/1988 02:38 PM,XMlf
4702,11/26/2003 07:22 AM,578975.055492,01/16/1995 06:38 AM,k4T3
4703,12/18/2005 12:44 AM,610657.819615,04/02/2002 02:58 AM,T
4704,03/11/1989 07:12 AM,458115.838483,05/26/1975 01:39 PM,YlO
4705,03/08/1989 02:48 PM,646941.12247,11/06/1994 06:31 AM,BwJDv
4706,05/23/2012 12:35 PM,204595.295449,07/15/2009 11:23 AM,1RLPD
4707,12/02/2001 01:27 PM,485405.390291,11/09/1979 03:15 AM,p
4708,12/05/2000 12:13 PM,299645.173027,04/07/2005 04:12 AM,NzaH
4709,01/24/1980 08:13 PM,446041.730638,09/30/1990 07:57 AM,8
4710,05/28/2009 07:03 AM,669226.982686,11/19/2006 03:53 AM,neO67
4711,01/17/1973 12:34 AM,518270.166295,12/01/1974 06:08 AM,aRY
4712,01/29/2001 05:29 PM,835987.698997,06/05/1970 12:26 AM,t1EeX
4713,02/15/1993 10:57 AM,103746.277639,05/12/1972 07:04 PM,59mG1
4714,09/11/2004 06:14 AM,847799.241334,07/23/2014 12:38 AM,Sg
4715,07/15/2014 04:40 AM,972227.141722,09/23/1984 10:33 AM,N5RK
4716,12/25/2004 01:54 AM,466660.689715,05/16/2010 10:59 PM,kDa
4717,07/26/1986 02:20 PM,407970.819217,11/25/1986 05:09 PM,cv
4718,03/12/1987 06:07 AM,668787.108232,08/20/1985 02:24 AM,9h
4719,04/02/1971 02:44 PM,470821.941744,03/21/1983 02:39 PM,HN
4720,10/19/2001 06:23 AM,494622.413447,11/03/1982 02:38 AM,utmpA
4721,09/28/1978 11:10 PM,231671.966936,08/30/1974 01:33 PM,u5H
4722,02/24/2001 07:09 AM,758361.079543,11/16/1986 09:08 PM,ffEQ
4723,09/08/1973 03:47 AM,546998.893092,01/14/2014 08:47 PM,HATHo
4724,11/12/1997 12:12 PM,535375.946245,12/29/1974 11:49 AM,P6Ib
4725,01/11/1995 02:48 AM,422388.524801,10/26/2009 08:11 PM,61
4726,08/20/1976 04:52 PM,803938.394369,04/11/2000 09:50 PM,LFVZ
4727,12/27/2006 08:43 PM,763926.851793,09/25/1989 04:28 AM,fF3
4728,06/11/1985 06:21 PM,981571.396554,04/29/2011 06:13 AM,U
4729,07/05/2000 01:53 PM,341303.660633,03/18/1983 02:25 PM,lNA
4730,02/16/1997 03:53 AM,139973.750051,08/19/1974 04:02 PM,Pg96N
4731,11/23/1998 06:19 AM,337157.538706,06/13/1995 08:33 AM,8ag
4732,04/02/1990 08:18 AM,193098.47551,02/11/1985 03:31 PM,3sLZ
4733,04/01/1987 06:07 PM,102244.306744,12/16/1976 06:36 PM,YcFgK
4734,02/08/1976 06:11 AM,576092.324033,04/09/1991 06:05 AM,OnQ
4735,02/09/1974 07:03 AM,335322.702803,03/03/1992 04:32 PM,dR3
4736,11/28/1981 04:29 AM,199508.448937,04/28/1982 01:27 AM,OR
4737,03/10/2012 04:56 PM,994357.069805,09/09/1998 05:15 AM,s3Bl
4738,11/15/1980 06:24 AM,120382.891406,03/23/1978 07:15 PM,gvE
4739,08/25/1986 01:34 AM,51745.3911742,03/14/1982 09:29 PM,i
4740,07/19/1997 05:59 PM,809693.036485,11/29/1998 11:00 PM,KT635
4741,03/25/2003 07:49 AM,638402.719697,08/06/1984 01:55 AM,b3
4742,04/13/2013 10:08 AM,103124.525426,12/25/1981 08:50 AM,E5l8k
4743,04/06/1976 09:44 PM,729687.021501,03/01/2008 01:46 AM,DTSk
4744,08/10/1983 08:27 PM,131199.142151,09/04/1994 08:23 AM,Ha8VT
4745,09/05/1971 08:27 AM,112831.987689,04/12/1975 09:22 PM,YS
4746,04/19/1995 04:19 PM,443593.887978,10/20/1978 02:02 AM,1pYfa
4747,05/19/1999 06:04 PM,354695.27167,06/10/2001 08:36 PM,V3MQH
4748,10/07/1982 03:06 AM,964640.151856,11/17/2013 03:52 PM,tm
4749,02/19/1972 11:37 PM,522271.484389,12/16/2005 02:33 AM,sIf
4750,02/19/2003 10:38 PM,479054.320177,11/06/2014 10:46 AM,e
4751,11/11/2006 10:17 AM,146844.515581,11/29/1985 06:39 PM,8hed
4752,04/16/1974 12:57 AM,824772.142771,02/05/2004 02:39 AM,gmtf4
4753,04/13/1978 12:58 PM,77231.938263,06/25/1974 08:55 AM,lBcB
4754,07/23/1992 03:51 PM,216867.655283,12/02/1993 03:32 PM,rNuH
4755,11/16/1975 12:13 PM,987483.872664,06/21/1987 05:21 PM,jkr
4756,04/17/1996 03:12 AM,548778.199926,03/09/1994 12:42 AM,EEq8
4757,12/11/1991 01:35 AM,126707.840424,01/28/1972 12:27 AM,tQexM
4758,04/13/2003 11:58 PM,44311.8285242,02/12/2002 11:24 AM,O4fAF
4759,07/31/1992 05:51 AM,215832.270244,07/13/1985 10:52 AM,lmo
4760,01/15/1992 11:03 PM,334599.574673,06/14/1997 03:38 PM,LqiZR
4761,01/25/2001 10:54 PM,976944.088976,12/23/1988 10:18 AM,zj7
4762,09/03/1992 03:13 AM,208818.951949,04/11/1973 08:03 PM,mS6b
4763,10/19/1979 02:51 PM,573696.778352,06/03/1993 02:16 AM,kj
4764,05/02/1990 08:24 PM,235299.746811,06/11/1990 02:27 PM,9knl
4765,08/09/1971 05:04 AM,664242.607839,12/15/2008 01:21 AM,I5o
4766,02/16/1971 04:15 PM,390659.451778,06/03/2003 02:42 AM,T5KVK
4767,11/11/1995 12:36 PM,147319.238707,02/07/1989 02:50 PM,UzjAF
4768,09/08/2006 07:25 PM,431747.276726,11/09/1971 01:53 PM,F9kWp
4769,03/17/2005 11:05 PM,488294.361652,10/09/2007 08:23 PM,G9E
4770,03/14/2010 05:02 AM,833497.936636,07/26/1991 02:22 AM,2
4771,12/24/1973 07:21 PM,87200.1553806,12/25/2013 11:50 PM,aCS
4772,12/10/1979 10:28 PM,626631.225808,05/05/2010 11:11 AM,L4Wv
4773,07/22/1972 01:02 AM,845901.282966,01/29/1990 10:44 PM,O
4774,05/14/1979 06:42 PM,743379.924521,04/26/2003 09:12 AM,fc9
4775,11/13/1983 02:10 PM,556428.057909,03/23/1997 10:21 AM,u
4776,04/20/1970 10:58 AM,596656.023463,05/20/1982 04:15 PM,4
4777,03/31/1970 10:25 AM,713023.263392,10/11/1995 05:02 AM,cA
4778,10/13/1971 03:45 AM,519881.500122,02/18/1987 06:31 AM,E
4779,03/24/1992 03:35 PM,388777.149692,08/22/2003 09:47 AM,Mq5t
4780,09/18/2001 02:44 PM,130693.848393,08/01/2006 03:52 PM,4p2p8
4781,07/12/1996 05:11 PM,525554.994117,01/24/2000 01:34 AM,3
4782,10/23/1986 08:03 AM,696851.914925,07/28/2007 12:05 PM,NACe
4783,12/22/1973 09:43 AM,815349.312196,03/17/1991 03:48 PM,Qd
4784,07/18/1994 09:36 PM,40143.1795817,12/25/1973 10:23 AM,vE
4785,11/09/2008 06:15 PM,381741.018651,11/02/1974 03:59 PM,tvQW
4786,07/13/2001 08:12 PM,968594.828328,12/07/2006 05:23 PM,NUpM
4787,05/03/2001 03:06 AM,653091.908197,08/02/2003 05:57 AM,CRKah
4788,05/06/1987 08:05 PM,256998.467485,06/29/1999 05:21 AM,dwIo
4789,05/01/1976 05:52 AM,545577.868653,08/12/1989 12:58 PM,M
4790,07/13/2004 11:43 AM,952129.892048,09/17/2013 03:57 PM,GKh9x
4791,10/09/2011 03:07 PM,534401.514485,12/23/1979 06:46 AM,JsVe
4792,01/19/1984 12:53 AM,64051.3582573,07/30/1973 09:40 AM,6B
4793,08/25/1994 04:01 AM,484517.958528,02/23/2003 12:49 AM,sz
4794,03/28/2003 01:26 PM,476210.623562,05/07/1991 12:05 AM,BwJbC
4795,10/15/1996 04:50 AM,560920.769364,06/05/2009 03:07 PM,jBd
4796,03/16/2000 11:40 AM,855202.93331,08/02/1979 09:12 AM,1GH
4797,05/29/1982 06:18 AM,967342.342638,09/15/2011 10:39 AM,v
4798,05/31/1988 11:49 AM,558836.111591,12/08/1970 11:43 PM,I4
4799,11/14/1984 02:53 PM,943824.474504,03/09/2012 06:44 AM,AW
4800,03/06/2012 07:15 PM,744541.63656,06/14/1999 11:55 AM,5g
4801,04/26/1982 09:08 AM,456347.594654,07/16/2012 05:02 AM,2
4802,04/11/1982 07:07 PM,390396.813153,06/29/1991 07:44 AM,jtPOO
4803,11/06/2014 06:15 AM,431310.553814,10/25/1980 03:24 AM,OEw
4804,04/19/2000 11:44 PM,922022.980517,06/24/1990 12:45 AM,kiQ
4805,07/31/1991 01:11 PM,945528.106346,12/10/1977 08:04 PM,F7
4806,11/23/1987 10:38 PM,65462.3258343,06/25/1974 06:54 AM,u
4807,11/08/1976 07:39 PM,498401.995304,01/17/1976 09:13 AM,Dd36R
4808,09/12/2004 08:19 PM,556165.092457,10/28/2008 06:14 PM,f
4809,02/15/1979 01:43 PM,909156.109621,12/21/2011 04:19 AM,Mdpm
4810,08/06/2011 03:52 PM,939372.559322,02/10/1976 10:39 PM,I
4811,05/14/1982 01:47 PM,242863.121579,05/02/1984 07:32 AM,sb
4812,10/31/1978 08:06 PM,446048.265601,09/07/2003 06:43 PM,fAjFY
4813,04/30/1995 03:41 PM,699419.951681,10/04/2014 12:33 PM,bYA7
4814,11/05/1993 08:53 AM,957315.31693,11/07/1989 10:27 AM,3Va
4815,09/13/1986 08:36 AM,737330.76367,10/11/2004 10:13 PM,Cfx
4816,07/15/1971 08:56 AM,960262.964592,10/14/2005 07:57 PM,6OW5
4817,10/11/2002 10:47 PM,823681.697574,10/09/2003 04:54 PM,TbG
4818,07/04/1991 09:52 AM,967878.286204,05/20/1973 04:40 AM,1Um
4819,06/09/2008 06:25 AM,507403.228919,05/19/1990 02:39 AM,1
4820,12/13/2010 07:35 PM,229725.786601,04/23/1989 09:26 AM,2bIS
4821,04/23/1971 02:51 AM,115611.550375,09/13/1974 04:57 PM,EWzB
4822,02/28/2013 09:39 AM,858621.132365,02/09/1998 09:18 PM,54ba
4823,11/08/1983 01:22 AM,859451.872454,05/21/1973 11:50 PM,EKv8
4824,06/26/1993 05:09 PM,777729.75164,01/01/1986 03:38 AM,R
4825,07/15/1984 09:41 AM,936043.184639,10/03/1977 12:03 PM,8
4826,11/30/1994 12:32 AM,296920.904201,11/01/1978 03:38 PM,8J
4827,07/31/1993 10:27 AM,177775.577065,12/09/1985 02:33 PM,5
4828,08/19/2008 02:40 AM,503455.802573,08/19/1988 06:31 AM,QjWi
4829,10/26/2003 12:02 PM,135610.795045,10/23/2008 06:54 AM,YTskP
4830,03/23/2000 10:12 AM,255300.126442,02/20/1985 10:56 PM,wdc
4831,01/18/2011 02:50 PM,195399.649619,01/28/1986 06:54 AM,g
4832,04/04/1984 12:50 PM,500004.144716,05/09/1988 06:59 AM,c
4833,02/17/1992 07:50 PM,682546.202363,02/17/1996 09:53 PM,1
4834,07/16/2002 04:01 AM,561966.291596,06/09/2000 12:20 PM,oWPn
4835,11/27/1993 10:52 AM,752115.012348,12/11/1974 01:56 AM,9hOgc
4836,05/09/2008 06:29 AM,812064.967228,03/27/1988 06:57 PM,x1ZqU
4837,03/12/2014 02:24 PM,729111.78607,05/08/1974 09:39 PM,Y
4838,12/22/1974 08:18 PM,339683.454022,08/29/1974 09:48 PM,TZN
4839,08/24/1979 07:30 AM,688433.841043,04/24/1977 11:05 AM,FqVu
4840,05/07/1988 11:02 PM,285022.555202,08/13/1974 04:43 AM,8
4841,12/06/1978 03:38 PM,123160.024717,05/05/2010 05:36 AM,vKWE
4842,06/25/1970 01:22 PM,233074.008613,05/24/2007 09:58 AM,k5
4843,08/16/1973 03:15 PM,902972.046493,12/18/1977 03:36 PM,IorV
4844,07/19/2001 03:15 AM,270296.167031,05/23/1994 06:01 AM,l
4845,04/30/1977 06:52 PM,776018.212679,02/14/1975 12:50 AM,PdcP9
4846,02/10/1984 01:13 PM,576235.788393,02/08/1976 08:17 PM,aH
4847,05/26/1983 07:58 AM,689768.965251,04/01/1992 02:04 PM,Dl
4848,03/03/1997 09:03 PM,53519.4254333,11/16/2003 12:04 AM,ULX
4849,01/02/1975 11:12 PM,760522.715782,12/30/2003 07:56 PM,vm
4850,09/11/1981 05:06 PM,924201.192762,02/20/2003 08:13 PM,o
4851,06/21/2004 06:54 AM,646462.561514,06/09/1985 05:18 AM,ki
4852,02/22/2012 09:59 PM,510986.798386,02/21/2007 10:35 PM,Tw
4853,04/09/1977 03:25 PM,141867.959867,01/13/2007 03:05 AM,4YB
4854,11/11/1975 07:28 PM,671611.157673,01/06/1987 09:19 PM,eh7at
4855,08/05/1995 04:01 AM,882393.574799,08/07/1974 01:29 AM,NP
4856,07/04/1994 09:41 AM,62298.2584598,07/06/1980 10:44 AM,7l4g
4857,05/28/1984 08:49 AM,392240.520816,07/28/2005 12:28 PM,aFem
4858,01/23/1994 08:53 AM,184545.383213,11/30/2012 06:26 PM,tZr5
4859,03/10/2005 07:55 AM,563338.079851,09/21/1999 11:12 PM,g
4860,10/16/1971 03:50 PM,451612.604869,09/06/1998 02:00 PM,Ibp
4861,06/08/1993 05:53 PM,88097.6601889,02/13/1980 06:34 AM,vN48
4862,05/24/2002 03:33 AM,895293.65491,08/28/2003 05:36 PM,KsJRG
4863,05/18/2011 05:03 PM,32106.1688689,05/25/1974 03:04 PM,cCsD
4864,09/05/1983 05:50 PM,326784.573268,08/08/1974 03:20 AM,Esuj2
4865,01/15/1996 09:14 PM,593316.012289,03/02/1997 04:11 AM,vw
4866,01/02/1986 11:11 AM,985389.877312,07/04/1997 09:19 PM,VPJF
4867,08/06/2000 12:26 PM,147759.657563,11/07/1973 11:02 PM,5
4868,09/18/2000 08:25 PM,969506.819644,09/25/1974 08:09 AM,nT
4869,03/14/2005 05:37 AM,169332.828762,01/19/2014 03:56 PM,X
4870,04/07/2008 08:59 PM,999547.15927,10/24/1985 06:56 AM,3A19c
4871,09/11/1990 12:32 AM,604267.193027,12/16/1991 06:28 AM,M1n
4872,02/12/2006 08:04 PM,67076.3330425,02/27/1980 11:44 PM,jbF
4873,03/23/1977 04:26 PM,393338.686539,04/10/1988 07:37 AM,6R
4874,09/15/1983 04:06 AM,405740.216488,03/06/1989 08:05 PM,o9f8
4875,05/19/1974 04:35 AM,768532.455209,12/20/2009 10:59 AM,cGM
4876,11/01/2007 12:06 AM,669552.282188,03/10/1991 09:16 AM,XtJC
4877,03/15/1981 02:53 AM,27695.5423488,10/15/1999 11:35 AM,YS
4878,04/07/1998 03:29 AM,338341.677721,01/11/2011 11:43 PM,9h
4879,09/09/1983 12:15 PM,779436.854553,04/25/1996 09:31 PM,Upk5
4880,04/08/1975 07:14 AM,276300.901689,03/23/1982 06:52 PM,Uj
4881,01/06/1994 03:36 PM,380106.791453,07/04/2000 03:15 AM,v
4882,09/29/1989 10:16 PM,177443.235637,05/30/1982 07:26 PM,v
4883,12/31/1986 10:55 PM,719597.046991,07/28/2010 04:52 AM,s
4884,05/01/2013 06:53 PM,744063.693856,06/22/2003 01:10 PM,uo
4885,07/18/1982 07:19 AM,680912.402107,10/15/2014 02:52 AM,Xs
4886,09/20/1984 10:50 PM,596291.7995,12/30/1984 08:32 PM,yiIR
4887,12/26/1980 01:19 PM,670049.861417,06/09/2006 11:56 AM,GZ
4888,02/22/2013 04:07 PM,645426.417193,01/09/1989 01:03 PM,T
4889,04/01/2005 06:39 PM,769781.684127,05/13/1996 02:49 AM,ebfPv
4890,02/04/1977 08:41 PM,25598.0259708,07/12/1995 07:32 PM,o
4891,04/14/1984 06:18 PM,839186.062235,07/16/1998 03:36 AM,I
4892,04/03/2004 10:34 AM,784029.348828,08/11/2001 10:22 AM,Q
4893,06/27/2002 06:09 PM,312558.049254,03/10/1977 08:48 PM,rqf
4894,09/25/1976 01:21 PM,357339.400745,05/09/1975 07:12 AM,EO
4895,04/22/2009 12:57 PM,253538.227965,02/26/2006 08:36 PM,XiX
4896,08/15/1992 08:12 PM,685158.223825,02/02/2011 08:41 PM,uU1H
4897,02/25/2004 11:24 PM,585468.311316,02/08/1980 01:48 AM,MM
4898,11/05/1993 06:04 PM,410034.434706,06/14/1994 04:27 PM,OLyqh
4899,11/25/2008 07:06 PM,340275.762587,10/30/2000 01:34 PM,yZ
4900,12/26/1977 12:43 AM,700016.293432,08/25/1970 04:58 PM,Z
4901,02/13/2001 06:36 AM,514971.101047,01/22/1999 09:49 PM,VFLOy
4902,07/29/2000 04:42 AM,894705.568625,11/22/1990 12:54 PM,iQR7P
4903,06/22/2005 10:54 AM,662404.502615,01/01/1996 01:09 PM,H
4904,03/29/2004 06:24 AM,600612.398114,07/19/1987 01:54 AM,7JK
4905,04/17/1993 07:33 PM,76036.7614872,07/13/2007 06:33 AM,m
4906,05/04/2009 01:06 PM,355030.350323,06/29/1999 11:36 PM,hUmMV
4907,11/04/1987 06:35 PM,916078.46587,12/19/2001 11:12 PM,e
4908,11/27/2000 01:11 PM,684865.704949,02/24/1995 05:16 PM,vB
4909,10/09/1981 12:28 AM,713564.481152,12/24/1989 09:38 PM,jMmNP
4910,12/14/2007 06:36 AM,28776.4635366,03/11/1988 06:26 AM,6cjXo
4911,07/22/1978 07:32 PM,428011.285893,01/13/1989 10:42 AM,ViT
4912,05/27/1977 09:37 PM,253409.547612,09/15/1995 09:03 AM,Jl
4913,08/15/1990 09:40 PM,902162.115048,08/09/1975 02:01 PM,ILc
4914,06/11/1991 06:49 PM,270329.647586,09/20/1974 11:09 AM,wmzAS
4915,12/15/1976 09:50 AM,936859.598784,07/30/1979 01:06 AM,Gy
4916,10/28/2005 05:41 AM,442167.393442,09/16/2004 11:36 PM,NL
4917,12/05/1991 12:33 PM,561693.189044,06/27/1970 09:22 PM,Dpb
4918,06/25/1990 10:17 AM,987496.643597,08/09/1985 10:35 AM,1JLTm
4919,09/12/1971 12:18 PM,260052.671728,05/16/2003 09:14 AM,NR
4920,11/10/1974 08:02 PM,193507.08222,08/23/1972 01:03 AM,a
4921,09/04/1994 10:20 AM,517193.798928,02/20/1997 01:35 PM,6Ia
4922,06/14/2011 07:58 AM,506527.751221,02/02/2008 03:05 PM,gO
4923,06/25/2012 04:22 PM,136942.049064,09/09/2003 11:15 PM,TF6
4924,04/28/1982 06:39 PM,611148.80077,05/28/1980 10:51 AM,4Eo
4925,09/16/1997 04:53 AM,493143.25881,04/20/2000 08:21 AM,FdmY
4926,03/27/2010 04:16 PM,268110.712273,07/04/2002 05:51 AM,l8
4927,07/08/1982 12:04 AM,451305.600338,11/06/2000 01:32 PM,Vkx
4928,09/17/1981 06:48 PM,502096.849573,04/14/2005 07:39 AM,qvct2
4929,07/02/1982 10:00 PM,704859.5388,07/07/1985 02:42 PM,CZxNK
4930,07/07/1971 10:52 PM,409084.094351,04/17/1991 01:21 AM,Boq6g
4931,06/22/2014 02:36 AM,41763.9820212,12/04/2003 11:51 PM,Zt
4932,12/12/1979 03:15 AM,154387.12218,10/05/2003 07:48 PM,p
4933,12/04/1996 08:10 AM,642570.478448,04/26/1982 08:23 PM,mfS2i
4934,09/23/1997 06:37 AM,571924.07581,08/07/1983 04:06 AM,l
4935,09/11/1971 10:19 AM,987951.064721,11/02/1990 05:43 PM,O7
4936,07/15/1989 02:50 AM,32118.3149159,04/14/1988 11:31 AM,AYrO
4937,10/29/2013 06:44 PM,345080.68199,05/20/1978 08:09 AM,Z
4938,06/30/1985 11:19 PM,300922.23884,08/17/1997 07:41 PM,sJ
4939,10/27/2004 10:10 AM,190734.178933,06/30/1971 05:26 PM,FoNHF
4940,09/28/2010 11:37 PM,444391.227379,07/11/1999 06:52 PM,ldK8
4941,10/20/2009 03:12 PM,991821.343399,03/22/1984 01:20 AM,8SJ
4942,05/20/2002 07:44 PM,45822.8695654,07/26/2002 02:10 AM,6N
4943,03/24/1980 01:24 PM,867485.454442,12/20/1986 07:37 AM,c3StZ
4944,11/23/1989 12:36 PM,970063.195905,03/26/1998 10:16 AM,u
4945,12/09/1982 02:00 PM,530463.063089,12/11/2002 04:51 AM,Jb
4946,08/30/1970 10:42 AM,694904.787712,06/20/2007 02:17 PM,wpsWy
4947,06/06/1982 09:45 PM,987566.327144,10/18/2012 08:46 AM,Bq
4948,06/27/1993 05:34 PM,174709.7629,07/28/1982 01:58 AM,Nkm6
4949,12/25/2013 03:06 AM,126744.351642,08/16/1999 02:54 AM,I4Qm
4950,12/18/2003 07:37 AM,601322.690473,03/17/1972 05:47 PM,I9vh
4951,08/16/2001 01:12 AM,385239.684125,08/04/1991 02:59 PM,Avmv2
4952,07/22/1996 06:43 PM,410615.856036,04/08/1977 11:13 PM,XHem
4953,02/08/1996 11:36 PM,252426.878456,11/27/1974 06:14 PM,I4e
4954,03/20/1991 08:24 PM,310798.767298,02/01/1993 06:59 AM,fms1
4955,09/19/1979 02:23 AM,958770.787633,04/17/2000 03:24 AM,RH9nl
4956,03/10/2008 03:45 AM,982614.973753,05/03/1991 10:54 PM,jRAkO
4957,11/20/1985 11:22 AM,65908.7074047,02/09/1998 07:59 PM,PAXja
4958,02/11/2012 05:01 PM,750513.078881,08/18/1978 04:47 AM,Bte
4959,09/06/1974 07:47 PM,431414.653709,01/31/2000 02:43 PM,Qok1
4960,11/10/1975 03:27 AM,680619.286911,08/16/1985 08:11 PM,5aE
4961,06/18/2011 04:10 PM,519479.410158,11/26/2011 05:27 AM,LU9MZ
4962,08/02/1997 12:16 PM,815137.343237,04/08/1991 07:55 AM,n
4963,11/30/2007 02:48 PM,14214.7062555,11/18/1981 04:00 PM,aeljD
4964,04/25/1971 12:40 AM,547526.464816,07/14/1998 05:28 PM,eXjz
4965,11/05/2011 03:33 AM,868910.144597,12/10/2011 01:06 AM,63e
4966,11/09/2010 12:39 AM,979004.646966,06/19/1986 06:39 AM,Uf
4967,05/29/2007 08:37 PM,5153.31198678,08/15/1993 01:31 AM,M3
4968,01/11/2013 04:44 AM,950476.972917,12/21/1975 01:23 PM,k
4969,01/11/1990 11:19 PM,547498.262856,05/17/1971 02:10 PM,k9HWI
4970,11/14/1975 10:59 PM,769961.576336,04/15/1981 08:18 PM,vP5
4971,04/11/1985 06:57 PM,68175.2626333,04/25/1971 07:09 AM,Lf5
4972,06/21/1980 02:23 AM,993087.175789,03/24/1972 05:02 AM,ntZ
4973,03/21/1993 08:44 PM,624643.815948,05/22/1978 05:53 PM,HbM
4974,10/03/1976 04:22 PM,614324.80906,01/08/1990 01:59 AM,ybis
4975,04/28/1992 01:17 PM,99582.9498898,12/28/1986 04:50 PM,j
4976,03/20/2002 05:05 AM,84011.0616157,04/03/1978 12:35 AM,x
4977,08/02/2003 12:43 PM,492960.195678,12/07/1972 10:35 AM,K2Th
4978,08/18/1973 11:40 PM,898733.426152,06/09/1971 09:14 PM,M
4979,03/06/2010 12:46 AM,132636.112306,03/17/1999 12:00 PM,rS
4980,11/28/2014 10:23 AM,66681.211625,08/01/2009 04:04 AM,N
4981,11/11/2014 11:55 AM,217023.511472,07/27/2002 10:41 AM,Zv6fO
4982,06/23/1992 09:06 PM,36757.7499439,02/01/1973 12:51 AM,R
4983,05/26/1976 11:47 AM,709882.582947,04/28/2003 08:47 PM,1fp7z
4984,09/03/2014 08:42 PM,883161.200262,03/22/1991 06:55 PM,pZ
4985,12/13/1985 01:15 AM,191184.328271,12/28/1993 07:01 PM,Xzw
4986,02/22/2012 07:24 PM,659479.690334,03/26/2003 12:20 PM,fDsfu
4987,05/25/2009 06:34 PM,368494.504463,02/09/2000 11:40 PM,c
4988,09/23/2000 05:26 PM,634763.62904,06/10/2007 02:28 PM,78w
4989,07/20/1993 05:03 PM,472248.431545,04/19/1985 03:21 AM,TPan3
4990,12/15/1972 10:41 PM,205956.125931,09/13/1997 06:32 PM,xWzdo
4991,11/28/1970 08:01 AM,820001.775651,08/09/1971 12:21 PM,xog
4992,12/30/1997 06:05 PM,716521.508161,12/19/2009 12:33 PM,Uqg
4993,05/19/1988 09:57 AM,289317.778627,02/21/2007 02:59 PM,W3f
4994,12/25/1978 07:09 AM,744067.910841,10/22/1996 04:32 PM,9YZB
4995,01/13/1986 12:33 AM,681630.201917,06/08/1986 07:57 AM,BIRI
4996,01/16/1982 04:31 AM,6545.82160425,04/15/2000 04:37 AM,yA
4997,04/24/2014 09:43 PM,232634.562896,03/15/2013 03:08 PM,6gQN
4998,09/03/2012 12:15 AM,491218.500053,12/10/1990 03:51 AM,mGG
4999,03/15/1988 05:29 AM,862010.697148,04/23/1991 03:14 PM,Fcnq
5000,02/16/1983 02:55 PM,622569.926697,09/30/1986 08:12 PM,E
5001,08/15/2002 04:03 PM,90809.9952011,06/08/1976 07:09 PM,F
5002,11/12/2011 08:31 PM,960033.74316,11/26/2008 11:10 AM,VO
5003,06/25/2002 11:07 AM,929914.128834,12/18/1975 06:20 PM,W
